HaloID,M200c,R200c
243,14.068829536437988,1031.8023681640625
244,14.093831062316895,1051.82666015625
245,14.06546401977539,1029.152099609375
247,14.11933422088623,1072.6300048828125
248,14.024436950683594,997.2251586914062
249,14.05322551727295,1019.5116577148438
251,14.077444076538086,1038.6282958984375
252,14.072038650512695,1034.3892822265625
253,14.091902732849121,1050.2398681640625
254,14.045244216918945,1013.3013916015625
255,14.032946586608887,1003.7684936523438
256,14.098710060119629,1055.7176513671875
257,14.086344718933105,1045.79443359375
258,14.058097839355469,1023.3741455078125
259,14.052491188049316,1018.9837646484375
261,14.01370906829834,989.0700073242188
262,14.067693710327148,1030.884765625
263,14.015381813049316,990.3507690429688
265,14.067985534667969,1031.159912109375
267,14.007777214050293,984.5611572265625
268,14.005859375,983.1111450195312
270,14.04554557800293,1013.5574340820312
272,14.10128402709961,1057.8536376953125
274,14.020133018493652,993.9639892578125
275,14.003725051879883,981.5030517578125
276,14.028924942016602,1000.7164306640625
277,14.048099517822266,1015.5192260742188
278,14.08016300201416,1040.8353271484375
279,14.074991226196289,1036.725341796875
283,14.009316444396973,985.7421875
284,14.040651321411133,1009.717529296875
285,14.117955207824707,1071.4774169921875
286,14.056541442871094,1022.148193359375
288,14.028863906860352,1000.6173095703125
293,14.003520965576172,981.3742065429688
295,14.062548637390137,1026.81005859375
298,14.001396179199219,979.7625122070312
299,14.034549713134766,1004.9801025390625
302,14.098390579223633,1055.447509765625
303,14.028379440307617,1000.2349243164062
305,14.028373718261719,1000.2352905273438
306,14.036575317382812,1006.615966796875
307,14.002735137939453,980.7688598632812
308,14.004280090332031,981.9176635742188
309,14.009799003601074,986.1348876953125
313,14.027937889099121,999.9373168945312
314,14.065879821777344,1029.49462890625
317,14.035317420959473,1005.6238403320312
320,14.030957221984863,1002.22216796875
334,14.017507553100586,991.93408203125
336,14.004801750183105,982.35546875
340,14.060690879821777,1025.3675537109375
343,14.022865295410156,996.0294189453125
348,14.019843101501465,993.714599609375
370,14.025233268737793,997.8192138671875
403,14.007652282714844,984.4624633789062
